cleaned_tweet,tweet,labels
I hate stripper tell dancer hoe ballet dancer pop pussi beethoven stripper,"""@Poetic_Success: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!""",1
andrewbry pof doubl vision beer pof doubl pussi smh,"""@Poffalicious: Andrewbryant: Poff has double vision after 2 beers
Poff: ... Double pussy &#128526;"" smh",1
bitch twerk comput I ya ya damn,"""@Poobie_: When bitches TWERK on the computer....

ME: ""In ya &#128089;, in ya damn &#128089;&#8252;&#65039;""""",1
princ thi art nobodi takin hi bitch,"""@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221; nobody takin his bitch!",1
welfar govern aid claim white peopl black slander trash,"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""",2
bitch care play role,"""@QUAN1T0: These bitches don't care they just play that role.""",1
take find I I hide lime tree di bitch da wrong tree bro,"""@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree.""
@Iemonaids dis bitch in da wrong tree bro.",1
drake new shoe releas nike jordan ye glitter shoe dude fag,"""@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM"" ....dudes a fag",0
ina di ghetto alon lmao,"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo",2
hoe austin teach austin I teach u get curv I know,"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know",2
bitch cook know suck dick one,"""@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!",1
fat hoe get choos lol,"""@RenegadeMo: Fat hoes get chose"" lol",1
well hoe one expect loyal,"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal",1
ol bitch ass,"""@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass"" http://t.co/AmcOinY0wG",1
bruh I tire nigga retwetin miley cyru nake bitch ai nt type bad lmao,"""@RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad"" lmaooo",1
becaus toni romo mav game nt mean still bitch lmao fuk cowgirl lol bitch fuck,"""@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you",1
holi shit fredi highmor charli chocol factori I roll floor laugh,"""@SamJLayman : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory""
Me: *rolls on the floor, laughing*",1
I want sex gf becaus I feel like I use anonym whata faggot,"""@Samirahusic_: ""I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot",1
one follow thi somebodi bitch,"""@SexualGxfs: @ One of your followers with this &#128525;&#128553; http://t.co/F1TJl9xnCT"" @ somebody, bitch if you don't",1
ya bitch alway bitch clearli care annoy bitch,"""@Shaa_Jenkins: If ya bitch always bitching clearly she care!"" Or just an annoying Bitch!",1
catfish hoe thinkin slick nigga catch,"""@ShanTaughtHer: These catfish hoes thinkin they slick.. But niggas catching on &#128524;""",1
worri bitch worri bout I,"""@SheWentToJordan: Can't worry about a bitch that ain't worried bout me"" #real",1
side hoe insecur nigga handl real one,"""@ShowArrive: Side hoes are for insecure niggas that can't handle a real one.""",1
lmao thi bitch come scoot tent like fuck shit,"""@Shun_stokes: &#128514;&#128514;&#128514;&#128514;RT @bluprint_4: Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"" &#128557;&#128557;&#128557;",1
cousin say share hoe hi brother say share care love hi brother,"""@Shun_stokes: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers &#128514;""",1
I hungri ion wan na spend money food hoe problem,"""@SlimGirl_Probz: i'm hungry but ionn wanna spend my money on food&#128530;""Broke hoe problems &#128514;&#128514;&#128514;&#128128;",1
dese hoe lyin nigga,"""@SmeegBaby: Dese hoes be LYIN to all of us nigga""",1
oh yeah fuck bitch,"""@SnakecharmsDump: http://t.co/4b427dQZCV"" oh yeah fuck that bitch",1
eli man throw hi nfl lead th intercept season lmao trash,"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash",2
usc senior rb anthoni brown call head coach steve sarkisian racist quit team bitch,"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch",2
guess I also zero time mansplain adio stfu pussi,"""@StellaTex: Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy",1
chill sexi scali lad,"""@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6"" sexy scally lad",2
I share bitch mine mine,"""@Strap__: I ain't sharing no bitch if you mines you mines &#128175;""",1
money onli impress simpl break bitch,"""@SukMySweetness: money only impress the simple broke bitches""",1
never anybodi bitch let peopl control chang right,"""@Sylvieamx: #Pisces will never be anybody's bitch, they don't let people control or change them."" Rigghhht",1
tuku ho idk blah blah blah,"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;",2
I mad cuh hahaha sure tuku ho ita,"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;",2
hoe crazi,"""@TayKnosBest: These hoes is crazy""",1
ever gon na slice bitch kevin hart,"""@Taylorr_Babee: You ain't ever gonna be a slice bitch."" Kevin hart. (:",1
omf fuckin fine tho dam bitch,"""@ThatniggaTroy: Oomf so fuckin fine tho &#128553; dam"" @ her, don't be no bitch.",1
I wonder girl give head boy drink magaluf twitter probli send nude fag,"""@TheGamerKingKev: I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter"" she probly sends nudes for fags",1
yeah bitch yeah bitch call I mayb b steve c later jese pinkman,"""@TheNewSAT: #NewSATQuestions
Yeah bitch, yeah bitch, call me _______:
a.) Maybe
b.) Steve-O
c.) Later
d.) Jesse Pinkman""
@machinegunkelly",1
hicki thigh right pussi gt gt gt onli right,"""@TheNymphoTweets: Hickies in between her thighs right by her pussy &gt;&gt;&gt;"" Its only right",1
would still love I I long young beauti ugli monkey ass,"""@TheOneMiss_Luu: Would you still love me when I'm no longer young and beautiful?"" No. Ugly monkey ass.",1
come front bitch I come,"""@TheRealRickyB21: @JetsAndASwisher @Gook____ y'all come through the front.""bitch I ain't coming",1
faggot bitch,"""@TheRealRickyB21: @JetsAndASwisher faggot bitch"" http://t.co/2HyyAbk4eH",1
yea I ipad I work thi friday let ball thi faggot work,"""@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanket""i work 2-5",1
thi scali lad would get,"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it",2
halloween yesterday stupid nigger,"""@TheoMaxximus: #GerrysHalloweenParty http://t.co/3ycrSrnjHc"" Halloween was yesterday stupid nigger",0
chru still supahot tho walk teacher test drop test bitch fohead,"""@TheoMaxximus: Chrus still supahot tho"" *walks up to teacher with test, drops test in that bitch fohead* http://t.co/nb5VgdssgI",1
I love eat pussi lol I never get full lol I eat shit forev lol ever,"""@Thornton25: &#8220;@KantKeepAhBYTCH: I love eating pussy lol I never get full lol&#8221; I can eat that shit forever lol"" and ever.",1
slush nasti anyway fam hoe tast like med,"""@Tmacc_GFG: &#8220;@VoiceOfDStreetz: ""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;&#8221;them hoes taste like meds""&#127815;&#127815;&#127868;",1
slush nasti anyway fam,"""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;",1
bobbi bitch get I live fuck hell yea I play hoe befor workout,"""@Tmacc_GFG: BOBBY BITCH-by @BobbyShmurdaGS9 be getting me live as fuck"" hell yea i play that hoe before my workout",1
yo bitch guci mane bitch stoner,"""@TreLeKidd: Yo bitch is Gucci Mane RT @JabariTheGreat : My bitch a stoner &#128175;&#128175; http://t.co/lt9LIJjpg9""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",1
I ride bitch handl bar,"""@TweetGameLazy: I can ride your bitch with no handle bars""",1
hoe get traphous,"""@TyJonCuffee: And if you ain't a hoe get up out my traphoussseeeee""",1
sad tv charact death still bitter stark man,"""@UberFacts: 15 sad TV character deaths we're still bitter over... http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0""ned stark was the man",2
harbor bitch parti bu hoe lol,"""@UnHoly_Jack: These harbor bitches are all ""Party Bus hoes"""" Lol all?",1
pussi love,"""@Vbomb20: @Woodchuck20 pussy"" love it",1
ultraviol video come littl bitch lana del rey bitchi promo,"""@VeronikaHumbert: Ultraviolence video, its coming you little bitch! #MTVHottest Lana Del Rey http://t.co/533fLbvWqh"" 

bitchy promo",1
way fuck bitch lmfao kitycopt,"""@VineForTheByrd: On my way to fuck your bitch https://t.co/4lMTFNL2iy""

LMFAO KITTYCOPTER",1
smuggler explain help fighter along jihadi highway,"""@WBUR: A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd""",2
aw avi look cute togeth I get ta get ike avi thi bitch,"""@WBeezy_: ""@QuaTheGreat: Aww their avis look so cute together &#128145; http://t.co/9lPorCb8w0"" &#128128;&#128128;&#128128;"" do I gotta get Ike avi on this bitch ?",1
simpl nt hoe nt worri expos fight I whi,"""@WBeezy_: ""@Run_DRC: Its simple, dont be a hoe=dont worry about being exposed &#128540;"" fight me""why ?",1
whi thi bitch boost size exactli healthi tho,"""@WannabeKanye: whys this bitch boosting herself http://t.co/uOd2f5WtKV""

Her size isn't exactly the most healthy tho",1
bet bitch kim bye,"""@WitHaPrettyface: @_1nonlykeisha bet not be no bitches! &#128514;&#128080;&#128299;&#128299;&#128298;"" &#128514;&#128514; Kim bye!!!",1
damn near get ta protect tweet stalker annoy get dope dick drive bitch loco,"""@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope dick. Drive these bitches loco",1
I make marack girlfriend aye b pulin hoe like teach,"""@XoJennyGirl: I'm making marack my girlfriend ."" @marackaf aye b you pullin hoes just like o taught you",1
bruno fag boy love I,"""@XoXo__Angiee: Bruno fag boy"" you love me.",1
I must bitch sike naw thi whi alway beef,"""@YEHits_Von: &#8220;@Run_DRC: I must be a bitch&#8221; you are &#128514;&#128514;&#128514; sike naw"" This why we always beefing &#128514;",1
look ralli bottom th,"""@Yankees: Down 6-1, #Yankees look to rally in the bottom of the 9th."" #RALLYCAP",2
take advantag nice person hoe everyjuan,"""@YoungRicooo: &#8220;@WexicanAfro702: Don't take advantage of a nice person&#8221;@ hoes""@ everyjuan",1
happi birthday bitch nigga thank pal,"""@YoungRicooo: Happy birthday bitch nigga @WexicanAfro702"" Thanks pal",1
sad know hoe fuck bc get stack wait till friday,"""@YoungRicooo: Sad knowing that most hoes won't fuck with you bc you ain't got stacks."" wait till friday",1
cinco shit hard fuc nigga ye fuc wit rich homi cuz dat ya homeboy fuc nica,"""@YunGMiGo: @Shane_A1 cinco shit harder fucc nigga""yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca",1
ew I say last sunday last sunday I read nig,"""@ZoeBarton3: @h0rheyd ewww I said THAT last Sunday..as in the last Sunday I was there. Read it again nigs""&#128563;&#128563;&#128563;&#128563;&#128563;",1
I onli punch real nigga face caus pussi nigga gon na punch I right back strong mush shake,"""@_BaDa_Bing: I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back"" Strong Mush or Shake..",1
pussi still fresh lt someth stank girl say,"""@_BeeDontCare My pussy still fresh"" &lt;----- something stank girls say.",1
ass slap one great thing haha I slap girl ass get mad I ai nt get pussi week,"""@_GeeWillikers_: Ass slapping is one the greatest things. Haha. &#128527;"" I slapped a girl on the ass. . She got mad I aint get pussy for a week",1
yeah texan much well fuck retard I see mad thi,"""@_TommyCollins: @WeAreRichnow @buffalobills yeah Texans are so much better you fucking retard"" I see that you're mad about this.",1
nd wtf dark bitch blond pleas sever seat hoe look like black amp mild,"""@__MALIBUbarbie: Nd wtf is up with dark bitches with blonde.. PLEASE HAVE SEVERAL SEATS HOE!"" ..looking like black&amp;milds out here",1
lane bitch need stay left n get right fuck outa face,"""@__Sugga: There's a lane some bitches need to stay in &#128526;"" the left n get right the fuck outta our face &#128557;&#128129;&#128536;",1
I hate boy deni bitch smh,"""@__sneakyb: I hate when boys deny that they have bitches &#128080;&#128553;"" smh",1
ya nig still say eat butt straight face,"""@__taradise__: Ya nigs out there still saying y'all don't eat butt?!"" WITH A STRAIGHT FACE!",1
I boss ass bitch need sit corner,"""@__youreWelcome: Im a boss ass bitch"" ...that needs to sit in a corner",1
hoe I,"""@_iwantfranny: He's a hoe , I can't""",1
I paul thinkin bout getin rental da weekend shit bitch beta stay da street,"""@_prettyflvck0: Me And Paul Thinkin Bout Gettin Rentals For Da Weekend &#128665;&#128168;&#128168;""oooh shit bitches betta stay out da streets",1
bitch hold nigga get lock nigga go colleg militari differ stori,"""@_rapdreams: bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story. &#128564;""",1
whi friend hate I becaus ratchet hoe,"""@_simplycaitlin: why do my friends hate me"" because you a ratchet hoe..",1
love fuck nigga hoe,"""@adriwadrri: No love for these fuck niggas"" hoes*",1
hot meat sexi fuck scali lad I would love meet hi trainer,"""@airmaxlad1: Hot meat http://t.co/BRz8Imk5vK"" sexy as fuck scally lad. I would love to meet him and his trainers.",1
sniff perv scali lad fuck yeah,"""@airmaxlad1: Sniff http://t.co/FHHbBRMYBN"" perved up scally lad. fuck yeah.",1
bitch love sosa,"""@alejandra_p13: These bitches love Sosa""",1
I legit watch second I wtf prob caus retard smh,"""@alexissixela__: &#8220;@white_thunduh: I legit watched it for about 30 or 40 seconds &#128529;&#8221;SO DID I WTF"" prob cause were retarded smh",1
I name cat idea mr pussi,"""@allisonnamaya_: What should I name my cat, ideas?"" Mr pussy",1
woof woof sexi thug boy scali,"""@altosteel115: http://t.co/tM28mh5XG2"" woof woof. Sexy thug boy scally.",1
u see damn phone ring marri bitch make demand call I,"""@ambitiousBree: @_1nonlykeisha u see the damn phone ringing? &#128547;&#128530;&#128542;"" when you married bitches makes demands!!!! You haven't called me",1
tevin favorit sophomor I think funni realli lmao littl hoe,"""@analicialouise: Tevin is my favorite sophomore I think he's so funny"" Hes really not. Lmaoo hes a little hoe",1
sex posit thi u call fuck soul outa bitch,"""@angelenagoley: 10 sex positions http://t.co/nt3PABMWsm http://t.co/JmHZ8Sczf0""naw this what u call fucking the soul outta bitch &#128557;",1
bore suppos cute faggot sometim,"""@ashlingwilde: @ItsNotAdam is bored supposed to be cute, you faggot?"" Sometimes",0
one man trash anoth man treasur,"""@ayyee_ceee_: One mans trash &#128686; is another mans treasure &#127942;""",2
I get type bad bitch onli thing I like iongotnotyp,"""@babineaux_: I don't got no type. Bad bitches is the only thing I like"" *Iongotnotype",1
lasen cc coach want I I feel youl get nig doubt,"""@bigbootybishopp: @white_thunduh lassen cc , the coach wants me"" i feel it youll get more my nig no doubt",0
